topic,argument,key_point,stance,label,argument_vi
The use of public defenders should be mandatory,public defenders should be provided to all charged persons to ensure they receive representation and a fair trial.  all persons deserve qualified representation regardless of their ability to pay.,public defenders should be mandatory to ensure everyone has a fair shot,1,1,Mọi người bị buộc tội nên được cung cấp luật sư công để đảm bảo họ có người đại diện và được xét xử công bằng. Ai cũng xứng đáng có sự hỗ trợ pháp lý đủ năng lực dù có khả năng chi trả hay không.
The use of public defenders should be mandatory,public defenders should not be mandatory for people who already plead guilty to crimes they've committed,public defendors cost taxpayers more money and therefore should not be mandatory.,-1,0,Luật sư công không nên là bắt buộc đối với những người đã thừa nhận tội lỗi mà họ gây ra.
The use of public defenders should be mandatory,public defenders should represent an obligation as part of a more objective orientation of the trials,public defenders should be mandatory to ensure everyone has a fair shot,1,0,Luật sư công nên được xem là nghĩa vụ bắt buộc để đảm bảo tính khách quan cho các phiên tòa.
The use of public defenders should be mandatory,public defenders will keep all court cases fair.,public defenders should be mandatory to ensure everyone has a fair shot,1,1,Luật sư công sẽ giữ cho mọi vụ án được xét xử công bằng.
The use of public defenders should be mandatory,public defendors must be used so that a defendant can have a fair trial.,public defenders should be mandatory to ensure everyone has a fair shot,1,1,Việc có luật sư công là yêu cầu bắt buộc để bị cáo được đảm bảo một phiên tòa công bằng.
We should end racial profiling,racial profiles helps law enforcement agencies to target their resources to where they are most effective,certain groups are more prone to crimes than others.,-1,0,Việc lập hồ sơ dựa trên chủng tộc giúp các cơ quan thực thi pháp luật tập trung nguồn lực vào nơi hiệu quả nhất.
We should end racial profiling,racial profiling  is discriminatory to minorities. you can't just assume because someone is of a certain race that they automatically would be the one to commit the crime.,people should be judged as individuals not by their race,1,1,Lập hồ sơ dựa trên chủng tộc là phân biệt đối xử với các nhóm thiểu số. Bạn không thể cứ mặc định ai đó là tội phạm chỉ vì màu da của họ.
We should end racial profiling,racial profiling acts to alienate minorities making it harder for law enforcement agencies to do their jobs,people should be judged as individuals not by their race,1,0,"Lập hồ sơ dựa trên chủng tộc gây xa lánh các nhóm thiểu số, khiến công việc của cảnh sát trở nên khó khăn hơn."
We should end racial profiling,racial profiling allows nefarious police officers to unfairly target a group based solely on their race.,people should be judged as individuals not by their race,1,1,Lập hồ sơ dựa trên chủng tộc tạo điều kiện cho những cảnh sát thoái hóa biến chất nhắm vào các nhóm người chỉ vì màu da của họ.
We should end racial profiling,racial profiling can be beneficial in medical research as it has been identified that some drugs work better on white patients and some on blacks,certain groups are more prone to crimes than others.,-1,0,"Lập hồ sơ dựa trên chủng tộc có thể có ích trong nghiên cứu y khoa, vì một số loại thuốc thực sự có tác dụng khác nhau trên người da trắng và người da đen."
We should end racial profiling,racial profiling can be more misleading than accurate and can discriminate against minority groups,people should be judged as individuals not by their race,1,0,"Lập hồ sơ dựa trên chủng tộc thường gây hiểu lầm nhiều hơn là chính xác, và nó dẫn đến sự phân biệt đối xử với các nhóm thiểu số."
We should end racial profiling,racial profiling can potentially stop violent crimes,certain groups are more prone to crimes than others.,-1,0,Lập hồ sơ dựa trên chủng tộc có khả năng ngăn chặn các vụ án bạo lực.
We should end racial profiling,racial profiling can prevent many crimes as people who fit specific profiling might be spotted and stopped before the crime is committed,certain groups are more prone to crimes than others.,-1,0,Việc phân biệt chủng tộc có thể ngăn chặn nhiều tội phạm vì những đối tượng phù hợp với đặc điểm nhận dạng sẽ bị phát hiện và chặn lại trước khi họ kịp gây án.
We should end racial profiling,"racial profiling creates animus between minority groups that are targeted and society at large, usually in the name of giving a false sense of safety or security.",people should be judged as individuals not by their race,1,0,"Việc phân biệt chủng tộc tạo ra ác cảm giữa các nhóm thiểu số bị nhắm đến và xã hội nói chung, thường chỉ để mang lại cảm giác an toàn giả tạo."
We should end racial profiling,racial profiling creates distrust between people of color and police.,people should be judged as individuals not by their race,1,0,Việc phân biệt chủng tộc làm xói mòn lòng tin giữa người da màu và lực lượng cảnh sát.
