config,source_article,logical_fallacies,text_vi
climate,"Interstates are under feet of water , local authorities have asked boat owners to join rescue efforts , and most of the streams and rivers near the city are in flood stage .",appeal to emotion,"Các tuyến đường liên bang ngập sâu dưới hàng mét nước, chính quyền địa phương đã phải huy động cả thuyền của người dân để cứu hộ, và hầu hết các con sông, con suối quanh thành phố đều đã ở mức báo động lũ."
climate,"The earth is 15 years from a period of low solar activity similar to that last seen during the `` mini ice-age '' of the 17th century , when the Thames froze .",intentional,"Trái Đất chỉ còn 15 năm nữa là bước vào chu kỳ hoạt động mặt trời thấp, tương tự như thời kỳ 'tiểu kỷ băng hà' hồi thế kỷ 17, khi mà sông Thames từng bị đóng băng."
climate,"• Fiddling with temperature data is biggest science scandal ever ( 31,000 comments )",intentional,Việc chỉnh sửa dữ liệu nhiệt độ chính là vụ bê bối khoa học lớn nhất từ trước đến nay (với 31.000 bình luận).
climate,"In England during this `` Little Ice Age '' , River",intentional,"Tại Anh trong thời kỳ 'Tiểu kỷ băng hà' này, dòng sông"
climate,"In the winter of 1683-84 the Thames froze over for seven weeks , during which it was `` passable by foot '' , according to historical records .",fallacy of relevance,"Theo các ghi chép lịch sử, vào mùa đông năm 1683-84, sông Thames đã đóng băng suốt bảy tuần và người ta có thể đi bộ qua được."
climate,"The earth is 15 years from a period of low solar activity similar to that last seen during the `` mini ice-age '' of the 17th century , when the Thames froze .",intentional,"Trái Đất chỉ còn 15 năm nữa là bước vào chu kỳ hoạt động mặt trời thấp, tương tự như thời kỳ 'tiểu kỷ băng hà' hồi thế kỷ 17, khi mà sông Thames từng bị đóng băng."
climate,"The earth is 15 years from a period of low solar activity similar to that last seen during the `` mini ice-age '' of the 17th century , when the Thames froze .",false causality,"Trái Đất chỉ còn 15 năm nữa là bước vào chu kỳ hoạt động mặt trời thấp, tương tự như thời kỳ 'tiểu kỷ băng hà' hồi thế kỷ 17, khi mà sông Thames từng bị đóng băng."
climate,"Maunder minimum , indicating low sunspot activity , was the name given to the period between 1645 and 1715 , when Europe and North America experienced very cold winters .",false causality,"Cực tiểu Maunder, thuật ngữ chỉ thời kỳ hoạt động của vết đen mặt trời giảm mạnh từ năm 1645 đến 1715, là lúc châu Âu và Bắc Mỹ phải hứng chịu những mùa đông vô cùng khắc nghiệt."
climate,"In 2012 , Mr. Trump wrote on Twitter , “ The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing noncompetitive . ”",false causality,"Năm 2012, ông Trump đã viết trên Twitter rằng: 'Khái niệm về sự nóng lên toàn cầu được chính người Trung Quốc tạo ra nhằm mục đích làm giảm khả năng cạnh tranh của ngành sản xuất tại Mỹ'."
climate,Temperatures are heading toward levels that many experts believe will pose a profound threat to both the natural world and to human civilization .,fallacy of credibility,Nhiệt độ đang tiến đến mức mà nhiều chuyên gia tin rằng sẽ gây ra mối đe dọa sâu sắc cho cả thế giới tự nhiên và nền văn minh nhân loại.
climate,"The U.S. government is at it again , hyping meaningless records in a parameter that does not exist in order to frighten us about something that doesn ’ t matter .",fallacy of extension,"Chính phủ Mỹ lại bắt đầu giở trò cũ, thổi phồng những kỷ lục vô nghĩa về một thông số vốn chẳng tồn tại nhằm gieo rắc nỗi sợ hãi về một thứ chẳng quan trọng."
climate,"NOAA claims an uncertainty of 14 one-hundredths of a degree in its temperature averages , or near twice the amount by which they say the record was set .",ad populum,"NOAA tuyên bố độ sai số là 0,14 độ trong mức trung bình nhiệt độ của họ, tức là gần gấp đôi con số mà họ cho là đã thiết lập kỷ lục."
climate,Such misrepresentations are now commonplace in NOAA and NASA announcements . They are regularly proclaiming monthly and yearly records set by less than the uncertainties in the measurements .,intentional,Những sự xuyên tạc như vậy giờ đây đã trở thành chuyện thường ngày trong các thông báo của NOAA và NASA. Họ liên tục công bố các kỷ lục tháng và năm dựa trên những con số còn nhỏ hơn cả biên độ sai số của thiết bị đo.
climate,"Temperature , like viscosity and density , and of course phone numbers , is not something that can be meaningfully averaged . “ Global temperature ” does not exist .",intentional,"Nhiệt độ, giống như độ nhớt, mật độ và tất nhiên là cả số điện thoại, không phải là thứ có thể tính trung bình một cách có ý nghĩa. 'Nhiệt độ toàn cầu' là thứ không hề tồn tại."
climate,"There is no super-sized being straddling the planet , feeling global averages in temperature . Global warming does not matter .",fallacy of relevance,Chẳng có một thực thể khổng lồ nào đứng bao trùm lấy hành tinh này để cảm nhận mức nhiệt độ trung bình toàn cầu cả. Nóng lên toàn cầu chẳng có ý nghĩa gì cả.
climate,"Future generations are bound to ask why America closed its coal-fueled generating stations , its cheapest , most plentiful source of electric power , and wasted billions of dollars trying to stop insignificant changes in imaginary phenomena .",appeal to emotion,"Các thế hệ tương lai chắc chắn sẽ đặt câu hỏi tại sao nước Mỹ lại đóng cửa các nhà máy điện than, nguồn năng lượng rẻ và dồi dào nhất của mình, rồi lãng phí hàng tỷ đô la chỉ để ngăn chặn những thay đổi không đáng kể của các hiện tượng tưởng tượng."
climate,"As Jay Lehr , science director of the Chicago-based Heartland Institute said , “ It is a scam that dwarfs all others that have come before . ”",fallacy of credibility,"Như Jay Lehr, giám đốc khoa học của Viện Heartland tại Chicago đã nói: 'Đây là một vụ lừa đảo làm lu mờ tất cả những vụ lừa đảo từng xảy ra trước đó.'"
climate,"The U.S. government is at it again , hyping meaningless records in a parameter that does not exist in order to frighten us about something that doesn ’ t matter .",intentional,"Chính phủ Mỹ lại bắt đầu giở trò cũ, thổi phồng những kỷ lục vô nghĩa về một thông số vốn chẳng tồn tại nhằm gieo rắc nỗi sợ hãi về một thứ chẳng quan trọng."
climate,"So , the new temperature records are meaningless .",fallacy of extension,"Vậy nên, các kỷ lục nhiệt độ mới chẳng có nghĩa lý gì cả."
climate,"In the final analysis , it is no more meaningful to calculate an average temperature for a whole planet than it is to calculate the average telephone number in the Washington D.C. phone book .",fallacy of extension,"Xét cho cùng, việc tính nhiệt độ trung bình cho cả hành tinh cũng vô nghĩa chẳng khác gì việc đi tính số điện thoại trung bình trong danh bạ của Washington D.C. cả."
climate,"No one and nothing would experience it directly since we all live in regions , not the globe .",equivocation,"Chẳng ai hay bất cứ thứ gì có thể cảm nhận được nó trực tiếp cả vì tất cả chúng ta đều sống ở từng vùng cụ thể chứ đâu có sống trên cái gọi là ""toàn cầu""."
climate,"Future generations are bound to ask why America closed its coal-fueled generating stations , its cheapest , most plentiful source of electric power , and wasted billions of dollars trying to stop insignificant changes in imaginary phenomena .",appeal to emotion,Các thế hệ mai sau chắc chắn sẽ tự hỏi tại sao nước Mỹ lại đóng cửa các nhà máy điện chạy bằng than - nguồn điện rẻ nhất và dồi dào nhất của mình - rồi lãng phí hàng tỷ đô la chỉ để ngăn chặn những thay đổi không đáng kể của các hiện tượng tưởng tượng.
